id,brand_id,model,description,storage_gb,ram_gb,color,condition,battery_health,imei,cost_price,selling_price,status,purchase_date,supplier_id,notes,created_at,updated_at,tax_rate,is_tax_inclusive,is_tax_exempt,condition_rating,pta_status,product_type,accessory_category,compatible_models,material,warranty_months,weight_grams,dimensions,is_featured,model_id,variant_id
ed2a6d08-9144-452a-9c8c-f1c4d13f6f5a,33333333-3333-3333-3333-333333333333,Google Pixel 7a,,128,8,Snow,open_box,,,54000,58000,available,,,,2026-04-23 23:03:11.58157+00,2026-05-13 18:00:28.906157+00,0,f,f,10,pta_approved,phone,,,,,,,f,66383248-ca78-5558-886a-1e5f006cbd8c,c2b09ec4-5113-5452-82bc-4b7bf4329913
2ddf72f0-efb4-4f73-99f2-3776adaf9a92,33333333-3333-3333-3333-333333333333,Google Pixel 7a,,128,8,Snow,open_box,,,54000,58000,available,,,,2026-04-23 23:03:11.58157+00,2026-05-13 18:00:28.906157+00,0,f,f,10,pta_approved,phone,,,,,,,f,66383248-ca78-5558-886a-1e5f006cbd8c,c2b09ec4-5113-5452-82bc-4b7bf4329913
b49a3e56-7fb7-42d0-b742-b1fea1394f25,33333333-3333-3333-3333-333333333333,Google Pixel 10 Pro XL,,256,16,Obsidian,new,,,205000,240000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,non_pta,phone,,,,,,,f,5a63af17-f670-5b0e-9ae6-6aae9f13644d,84e2b420-0163-5ca6-bf51-df0bbd2bf33c
b7d6c4d4-1ec6-40b0-9cdc-13e037c9873f,33333333-3333-3333-3333-333333333333,Google Pixel 10 Pro XL,,256,16,Obsidian,new,,,205000,240000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,non_pta,phone,,,,,,,f,5a63af17-f670-5b0e-9ae6-6aae9f13644d,84e2b420-0163-5ca6-bf51-df0bbd2bf33c
d60f0a63-0e84-4f81-b19c-5d4d9e00c243,33333333-3333-3333-3333-333333333333,Google Pixel 10 Pro,,128,16,Obsidian,new,,,205000,240000,sold,,,Sold,2026-04-23 23:03:11.58157+00,,0,f,f,10,non_pta,phone,,,,,,,f,a2f42191-ddb2-5ea7-b736-82e7d4417481,e80f54c6-7707-5cdb-a2ad-5d550702a0fa
9abc86e9-3b3a-461c-821e-dd228318437a,33333333-3333-3333-3333-333333333333,Google Pixel 10,,128,16,Obsidian,new,,,165000,190000,available,,,cpid tax paid,2026-04-23 23:03:11.58157+00,,0,f,f,10,non_pta,phone,,,,,,,f,56ab5066-b3e9-5ba8-a3dc-52fe5e0a8327,f03c4683-a0fe-5d07-b20a-550a45f5a742
0a72d448-7a91-48d2-a53b-e67000610ce6,33333333-3333-3333-3333-333333333333,Google Pixel 10,,128,16,Obsidian,new,,,165000,190000,available,,,cpid tax paid,2026-04-23 23:03:11.58157+00,,0,f,f,10,non_pta,phone,,,,,,,f,56ab5066-b3e9-5ba8-a3dc-52fe5e0a8327,f03c4683-a0fe-5d07-b20a-550a45f5a742
e503a2b3-dd93-469e-a305-8393c1229a57,33333333-3333-3333-3333-333333333333,Google Pixel 9 Pro XL 512,,512,16,Obsidian,open_box,,,195000,210000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,d4b1f622-932d-54a6-a0bb-ec1fe5537ef7,1c8e9b49-9123-5487-8922-a707652e348e
f47f8e96-2dff-4469-9657-654ca378d5b7,33333333-3333-3333-3333-333333333333,Google Pixel 9 Pro XL,,256,16,Porcelain,open_box,,,175000,200000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,8,pta_approved,phone,,,,,,,f,dd5ddee9-5847-5a48-83c7-8ee17ef90772,ab971074-185d-540f-96c1-dbfc279f2076
592ed194-7df9-48a9-9429-3d7f5ffb6124,33333333-3333-3333-3333-333333333333,Google Pixel 9 Pro XL,,128,16,Obsidian,open_box,,,135000,160000,available,,,cpid tax paid,2026-04-23 23:03:11.58157+00,,0,f,f,9,non_pta,phone,,,,,,,f,dd5ddee9-5847-5a48-83c7-8ee17ef90772,e81c74be-a364-588b-9324-e30c4eca426c
636a18b4-bbe7-40d4-9e6a-c519613c5f57,33333333-3333-3333-3333-333333333333,Google Pixel 9 Pro XL,,256,16,Hazel,open_box,,,190000,210000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,9,pta_approved,phone,,,,,,,f,dd5ddee9-5847-5a48-83c7-8ee17ef90772,ab971074-185d-540f-96c1-dbfc279f2076
4b208275-fdf9-4650-bc8f-23bea83b5c50,33333333-3333-3333-3333-333333333333,Google Pixel 9 Pro XL,,256,16,Hazel,open_box,,,195000,210000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,dd5ddee9-5847-5a48-83c7-8ee17ef90772,ab971074-185d-540f-96c1-dbfc279f2076
8b6436ef-aad8-44eb-b858-18f3381fa888,33333333-3333-3333-3333-333333333333,Google Pixel 8 Pro,,256,12,Bay,open_box,,,132000,138000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,9,pta_approved,phone,,,,,,,f,07867cac-623a-54d3-b5f1-45296161d142,353c743c-09aa-5e7f-96a9-50102fa59dfe
5382fd63-79c4-47f4-93ed-97d1636ae99a,33333333-3333-3333-3333-333333333333,Google Pixel 8 Pro,,128,12,Obsidian,open_box,,,122000,128000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,07867cac-623a-54d3-b5f1-45296161d142,9aa883a2-7397-5802-9b45-aaa56631b7a8
befabbd1-b5af-4ed8-8508-ccd9c776296e,33333333-3333-3333-3333-333333333333,Google Pixel 8 Pro,,128,12,Obsidian,open_box,,,122000,128000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,07867cac-623a-54d3-b5f1-45296161d142,9aa883a2-7397-5802-9b45-aaa56631b7a8
800fb17c-07a5-40c8-a8b1-e4a75ef1666b,33333333-3333-3333-3333-333333333333,Google Pixel 8 Pro,,128,12,Obsidian,open_box,,,122000,128000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,07867cac-623a-54d3-b5f1-45296161d142,9aa883a2-7397-5802-9b45-aaa56631b7a8
aa296ebe-e78e-446d-af62-550de6b715f2,33333333-3333-3333-3333-333333333333,Google Pixel 8 Pro,,128,12,Obsidian,open_box,,,122000,128000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,07867cac-623a-54d3-b5f1-45296161d142,9aa883a2-7397-5802-9b45-aaa56631b7a8
55b0b37e-e036-4f73-b9fc-819716300630,33333333-3333-3333-3333-333333333333,Google Pixel 8 Pro,,128,12,Obsidian,open_box,,,122000,128000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,07867cac-623a-54d3-b5f1-45296161d142,9aa883a2-7397-5802-9b45-aaa56631b7a8
090d9c9a-ea40-4477-9793-451b36d04b31,33333333-3333-3333-3333-333333333333,Google Pixel 8,,128,8,Hazel,open_box,,,76000,88000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,50c883b8-f3f1-5bac-ba86-db621f60be6a,05acd41d-53aa-5090-b819-0787bd3eb5ed
268ae149-1c58-45d2-9f6b-499724a5a09f,33333333-3333-3333-3333-333333333333,Google Pixel 8,,128,8,Hazel,open_box,,,76000,88000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,50c883b8-f3f1-5bac-ba86-db621f60be6a,05acd41d-53aa-5090-b819-0787bd3eb5ed
72b051f5-6ab0-4493-ab03-a3dbd7f798ae,33333333-3333-3333-3333-333333333333,Google Pixel 8,,128,8,Hazel,open_box,,,76000,88000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,50c883b8-f3f1-5bac-ba86-db621f60be6a,05acd41d-53aa-5090-b819-0787bd3eb5ed
83070f07-339e-4168-9d2b-d648fc3a2500,33333333-3333-3333-3333-333333333333,Google Pixel 8,,128,8,Hazel,open_box,,,76000,88000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,50c883b8-f3f1-5bac-ba86-db621f60be6a,05acd41d-53aa-5090-b819-0787bd3eb5ed
b3a53e7c-5367-448f-b979-9867641500de,33333333-3333-3333-3333-333333333333,Google Pixel 8,,128,8,Hazel,open_box,,,76000,88000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,50c883b8-f3f1-5bac-ba86-db621f60be6a,05acd41d-53aa-5090-b819-0787bd3eb5ed
04c422b3-9674-409b-8ad1-bf45306a8c18,33333333-3333-3333-3333-333333333333,Google Pixel 8a,,128,8,Aloe,new,,,65000,75000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,non_pta,phone,,,,,,,f,337fa3d1-a52a-5ee6-81af-0c487534705c,d11b7f2a-21bf-536b-8cc6-04676699cd86
9ff96d75-071a-45de-bfa6-3163868d8843,33333333-3333-3333-3333-333333333333,Google Pixel 7 Pro,,256,12,Hazel,open_box,,,90000,98000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,c43c386a-bf4e-5490-9f62-79c13b4caa01,63d020c9-3152-5e75-b9cf-56cc478c52a2
d28e0506-821f-4446-a435-b3596cce2723,33333333-3333-3333-3333-333333333333,Google Pixel 7 Pro,,256,12,Hazel,open_box,,,90000,98000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,c43c386a-bf4e-5490-9f62-79c13b4caa01,63d020c9-3152-5e75-b9cf-56cc478c52a2
3f7c33c5-b874-4e6a-bf44-9620535563ab,33333333-3333-3333-3333-333333333333,Google Pixel 7 Pro,,128,12,Obsidian,open_box,,,74000,78000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,non_pta,phone,,,,,,,f,c43c386a-bf4e-5490-9f62-79c13b4caa01,d6a84313-99b4-5e98-8314-a3ac0080f6cf
2154a06d-1c39-4d10-997e-7825697aaa4e,33333333-3333-3333-3333-333333333333,Google Pixel 7 Pro,,128,12,Obsidian,open_box,,,74000,78000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,non_pta,phone,,,,,,,f,c43c386a-bf4e-5490-9f62-79c13b4caa01,d6a84313-99b4-5e98-8314-a3ac0080f6cf
ed43a197-7fd6-4620-946d-7a81b5081b9c,33333333-3333-3333-3333-333333333333,Google Pixel 7,,128,8,Snow,open_box,,,63000,70000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,f4551247-3b76-5700-98ca-7adaf7e1033b,ed8f5f2d-47ec-5b54-bdf0-3de8b9539332
622d317c-40d1-478d-b691-62f9419134a1,33333333-3333-3333-3333-333333333333,Google Pixel 7,,128,8,Snow,open_box,,,63000,70000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,f4551247-3b76-5700-98ca-7adaf7e1033b,ed8f5f2d-47ec-5b54-bdf0-3de8b9539332
cb1c9997-2a1e-4ced-a4d9-39d9724697d3,33333333-3333-3333-3333-333333333333,Google Pixel 6 Pro,,256,12,Stormy Black,open_box,,,50000,60000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,8515bded-9f6f-5b54-a9e7-52e47802f162,cfcd7daa-af12-51cc-b8c1-ebe240b5c216
aaa481b1-4ef9-4987-ac2c-690f067eebfe,33333333-3333-3333-3333-333333333333,Google Pixel 6 Pro,,256,12,Stormy Black,open_box,,,50000,60000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,8515bded-9f6f-5b54-a9e7-52e47802f162,cfcd7daa-af12-51cc-b8c1-ebe240b5c216
983aad35-a7f4-488d-b7f6-0800f3e9cef8,33333333-3333-3333-3333-333333333333,Google Pixel 6 Pro,,256,12,Stormy Black,open_box,,,50000,60000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,8515bded-9f6f-5b54-a9e7-52e47802f162,cfcd7daa-af12-51cc-b8c1-ebe240b5c216
438f4ac6-5d05-461b-8896-f69180d69185,33333333-3333-3333-3333-333333333333,Google Pixel 6,,256,8,Sorta Seafoam,open_box,,,75000,85000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,60567be3-4544-5909-9f56-bfaa80a636c7,15dad2a4-978d-536a-aaac-fdf79c298344
d37ae544-0339-45c5-b777-5ba962ebfd98,33333333-3333-3333-3333-333333333333,Google Pixel 6,,256,8,Sorta Seafoam,open_box,,,75000,85000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,60567be3-4544-5909-9f56-bfaa80a636c7,15dad2a4-978d-536a-aaac-fdf79c298344
5b005c6c-4fb0-4f95-97a5-311c2335e7e4,33333333-3333-3333-3333-333333333333,Google Pixel 6,,256,8,Sorta Seafoam,open_box,,,75000,85000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,60567be3-4544-5909-9f56-bfaa80a636c7,15dad2a4-978d-536a-aaac-fdf79c298344
d42b3750-2480-40ac-b5d7-fbb75ac56a8d,33333333-3333-3333-3333-333333333333,Google Pixel 6a,,128,6,Sage,open_box,,,47000,55000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,3a543a0b-cfd5-58a4-b42c-f027342f57ab,d864efa6-69a1-5b66-9a66-9230af30a6a9
ed293942-698d-47d2-9bc6-89d820a503a6,33333333-3333-3333-3333-333333333333,Google Pixel 6a,,128,6,Sage,open_box,,,47000,55000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,3a543a0b-cfd5-58a4-b42c-f027342f57ab,d864efa6-69a1-5b66-9a66-9230af30a6a9
d09e2b63-eff2-476f-bdfd-e40172a0814e,33333333-3333-3333-3333-333333333333,Google Pixel 6a,,128,6,Sage,open_box,,,47000,55000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,3a543a0b-cfd5-58a4-b42c-f027342f57ab,d864efa6-69a1-5b66-9a66-9230af30a6a9
c95fe8f4-5650-45ef-97fd-2479f35b42cc,11111111-1111-1111-1111-111111111111,iPhone 11 Pro,,256,,Midnight Green,open_box,,,38000,65000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,8,pta_approved,phone,,,,,,,f,b66597be-e513-56da-ab0f-6946c9218100,fce8ed7a-1b6d-5a15-9bef-ec8aaf1e3cc5
7a570694-2b08-4f1b-a3a5-57c5387d169e,11111111-1111-1111-1111-111111111111,iPhone 11 Pro Max,,64,,Midnight Green,open_box,,,47000,75000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,9,pta_approved,phone,,,,,,,f,68c0b756-64d4-54a9-8704-66cdf609bcd8,57c79124-e3da-5eba-a9a3-db00d90299c3
fba5d351-94f3-407a-a8f9-83707bbb11b8,11111111-1111-1111-1111-111111111111,iPhone 12 Pro Max,,256,,Graphite,open_box,,,125000,145000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,02617b09-1b3d-5123-88a9-c29c8de43575,89ee635e-dbe7-5037-9cff-750f7d4fbd41
34da3519-4fc6-4ed6-a157-651f2b1d318d,11111111-1111-1111-1111-111111111111,iPhone 13 Pro,,256,,Sierra Blue,open_box,,,152000,175000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,pta_approved,phone,,,,,,,f,64c9dc25-2b37-548c-94a9-4f5f8b948c4d,6a391bf1-0789-5078-a608-b0616f68ce3c
e1a27c93-0736-4e29-95ec-5692a63bf8d3,11111111-1111-1111-1111-111111111111,iPhone 13,,128,,Midnight,new,,,78000,85000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,non_pta,phone,,,,,,,f,4f950977-724d-548f-8d1f-a24264ccc853,4874048a-de73-54c0-a941-4cb2ff8767eb
fc54f9c1-18e5-400a-aecc-405075e1c1cb,11111111-1111-1111-1111-111111111111,iPhone 13,,128,,Midnight,new,,,78000,85000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,non_pta,phone,,,,,,,f,4f950977-724d-548f-8d1f-a24264ccc853,4874048a-de73-54c0-a941-4cb2ff8767eb
00396503-06dc-42bd-a0f2-df529fe126e4,11111111-1111-1111-1111-111111111111,iPhone 13,,128,,Midnight,new,,,78000,85000,available,,,,2026-04-23 23:03:11.58157+00,,0,f,f,10,non_pta,phone,,,,,,,f,4f950977-724d-548f-8d1f-a24264ccc853,4874048a-de73-54c0-a941-4cb2ff8767eb
547f0395-d918-4b1d-a78e-97d367f07285,33333333-3333-3333-3333-333333333333,Google Pixel 7a,,128,8,Sea,open_box,,,54000,58000,available,,,,2026-04-23 23:03:11.58157+00,2026-05-13 18:00:28.906157+00,0,f,f,10,pta_approved,phone,,,,,,,f,66383248-ca78-5558-886a-1e5f006cbd8c,c2b09ec4-5113-5452-82bc-4b7bf4329913
ee0dfc90-4e0f-4809-a91b-0690fffd400f,33333333-3333-3333-3333-333333333333,Google Pixel 7a,,128,8,Sea,open_box,,,54000,58000,available,,,,2026-04-23 23:03:11.58157+00,2026-05-13 18:00:28.906157+00,0,f,f,10,pta_approved,phone,,,,,,,f,66383248-ca78-5558-886a-1e5f006cbd8c,c2b09ec4-5113-5452-82bc-4b7bf4329913
a289706d-580a-406a-8e40-d89c92552326,33333333-3333-3333-3333-333333333333,Google Pixel 7a,,128,8,Sea,open_box,,,54000,58000,available,,,,2026-04-23 23:03:11.58157+00,2026-05-13 18:00:28.906157+00,0,f,f,10,pta_approved,phone,,,,,,,f,66383248-ca78-5558-886a-1e5f006cbd8c,c2b09ec4-5113-5452-82bc-4b7bf4329913
