id,title,description,availability,condition,price,link,image_link,additional_image_link,brand,google_product_category,color,quantity_to_sell_on_facebook,custom_label_0,custom_label_1,custom_label_2
google-pixel-9-pro-xl-256gb-open-box-non-pta-obsidian,"Google Pixel 9 Pro XL 256GB Obsidian — Open Box, Non-PTA",Google Pixel 9 Pro XL. 256GB storage. Colour: Obsidian. Condition: Open Box. Non-PTA. Available at SmartCell (smartcell.pk).,in stock,refurbished,170000 PKR,https://www.smartcell.pk/product/google-pixel-9-pro-xl-256gb-open-box-non-pta?color=Obsidian,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779704781/phone-images/variants/duv03ifkzy6cyfiic0ho.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Obsidian,2,Non-PTA,Open Box,256GB
google-pixel-9-pro-xl-128gb-open-box-non-pta-porcelain,"Google Pixel 9 Pro XL 128GB Porcelain — Open Box, Non-PTA",Google Pixel 9 Pro XL. 128GB storage. Colour: Porcelain. Condition: Open Box. Non-PTA. Available at SmartCell (smartcell.pk).,in stock,refurbished,165000 PKR,https://www.smartcell.pk/product/google-pixel-9-pro-xl-128gb-open-box-non-pta?color=Porcelain,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779704801/phone-images/variants/szu5qs4fogvycb9vhbbu.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Porcelain,1,Non-PTA,Open Box,128GB
google-pixel-9-pro-256gb-open-box-non-pta-obsidian,"Google Pixel 9 Pro 256GB Obsidian — Open Box, Non-PTA",Google Pixel 9 Pro. 256GB storage. Colour: Obsidian. Condition: Open Box. Non-PTA. Available at SmartCell (smartcell.pk).,in stock,refurbished,170000 PKR,https://www.smartcell.pk/product/google-pixel-9-pro-256gb-open-box-non-pta?color=Obsidian,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779704821/phone-images/variants/ldfsvlzlozl2vdpa8wnw.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Obsidian,1,Non-PTA,Open Box,256GB
google-pixel-9-pro-128gb-used-non-pta-obsidian,"Google Pixel 9 Pro 128GB Obsidian — Used, Non-PTA",Google Pixel 9 Pro. 128GB storage. Colour: Obsidian. Condition: Used. Non-PTA. Available at SmartCell (smartcell.pk).,in stock,used,155000 PKR,https://www.smartcell.pk/product/google-pixel-9-pro-128gb-used-non-pta?color=Obsidian,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779704839/phone-images/variants/kmbtyht7dwmumpuzu9tz.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Obsidian,1,Non-PTA,Used,128GB
google-pixel-9a-128gb-open-box-non-pta-peony,"Google Pixel 9a 128GB Peony — Open Box, Non-PTA",Google Pixel 9a. 128GB storage. Colour: Peony. Condition: Open Box. Non-PTA. Available at SmartCell (smartcell.pk).,in stock,refurbished,115000 PKR,https://www.smartcell.pk/product/google-pixel-9a-128gb-open-box-non-pta?color=Peony,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779704857/phone-images/variants/qp9zv2fifkk1zbrpsvye.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Peony,1,Non-PTA,Open Box,128GB
google-pixel-10-pro-256gb-used-non-pta-obsidian,"Google Pixel 10 Pro 256GB Obsidian — Used, Non-PTA",Google Pixel 10 Pro. 256GB storage. Colour: Obsidian. Condition: Used. Non-PTA. Available at SmartCell (smartcell.pk).,in stock,used,245000 PKR,https://www.smartcell.pk/product/google-pixel-10-pro-256gb-used-non-pta?color=Obsidian,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779715643/phone-images/variants/ltowt0sxfa6qzvsdpnrs.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Obsidian,1,Non-PTA,Used,256GB
google-pixel-10-pro-128gb-open-box-non-pta-moonstone,"Google Pixel 10 Pro 128GB Moonstone — Open Box, Non-PTA",Google Pixel 10 Pro. 128GB storage. Colour: Moonstone. Condition: Open Box. Non-PTA. Available at SmartCell (smartcell.pk).,in stock,refurbished,235000 PKR,https://www.smartcell.pk/product/google-pixel-10-pro-128gb-open-box-non-pta?color=Moonstone,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779715664/phone-images/variants/gry9ubzjtixdclff3j3n.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Moonstone,1,Non-PTA,Open Box,128GB
google-pixel-10-128gb-new-non-pta-indigo,"Google Pixel 10 128GB Indigo — New, Non-PTA",Google Pixel 10. 128GB storage. Colour: Indigo. Condition: New. Non-PTA. Available at SmartCell (smartcell.pk).,in stock,new,190000 PKR,https://www.smartcell.pk/product/google-pixel-10-128gb-new-non-pta?color=Indigo,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718925/phone-images/variants/rlllnejpe09r6mctax78.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Indigo,3,Non-PTA,New,128GB
google-pixel-10-128gb-new-non-pta-obsidian,"Google Pixel 10 128GB Obsidian — New, Non-PTA",Google Pixel 10. 128GB storage. Colour: Obsidian. Condition: New. Non-PTA. Available at SmartCell (smartcell.pk).,in stock,new,190000 PKR,https://www.smartcell.pk/product/google-pixel-10-128gb-new-non-pta?color=Obsidian,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779719206/phone-images/variants/weg6x4vz8qrcepho84il.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Obsidian,3,Non-PTA,New,128GB
google-pixel-10a-128gb-new-non-pta-obsidian,"Google Pixel 10a 128GB Obsidian — New, Non-PTA",Google Pixel 10a. 128GB storage. Colour: Obsidian. Condition: New. Non-PTA. Available at SmartCell (smartcell.pk).,in stock,new,155000 PKR,https://www.smartcell.pk/product/google-pixel-10a-128gb-new-non-pta?color=Obsidian,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718983/phone-images/variants/oxlsdrv5aynvd1fspddc.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Obsidian,1,Non-PTA,New,128GB
google-pixel-8-pro-128gb-used-pta-approved-bay,"Google Pixel 8 Pro 128GB Bay — Used, PTA Approved",Google Pixel 8 Pro. 128GB storage. Colour: Bay. Condition: Used. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,used,123000 PKR,https://www.smartcell.pk/product/google-pixel-8-pro-128gb-used-pta-approved?color=Bay,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718423/phone-images/variants/k8cjsdtpj32nxmltuhto.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Bay,6,PTA Approved,Used,128GB
google-pixel-8-pro-128gb-used-pta-approved-obsidian,"Google Pixel 8 Pro 128GB Obsidian — Used, PTA Approved",Google Pixel 8 Pro. 128GB storage. Colour: Obsidian. Condition: Used. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,used,123000 PKR,https://www.smartcell.pk/product/google-pixel-8-pro-128gb-used-pta-approved?color=Obsidian,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718448/phone-images/variants/kf0wvxchljisakfubccr.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Obsidian,6,PTA Approved,Used,128GB
google-pixel-8-pro-128gb-used-pta-approved-porcelain,"Google Pixel 8 Pro 128GB Porcelain — Used, PTA Approved",Google Pixel 8 Pro. 128GB storage. Colour: Porcelain. Condition: Used. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,used,123000 PKR,https://www.smartcell.pk/product/google-pixel-8-pro-128gb-used-pta-approved?color=Porcelain,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718457/phone-images/variants/bozyail5yixiwchgw3yn.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Porcelain,6,PTA Approved,Used,128GB
google-pixel-8-256gb-used-non-pta-hazel,"Google Pixel 8 256GB Hazel — Used, Non-PTA",Google Pixel 8. 256GB storage. Colour: Hazel. Condition: Used. Non-PTA. Available at SmartCell (smartcell.pk).,in stock,used,80000 PKR,https://www.smartcell.pk/product/google-pixel-8-256gb-used-non-pta?color=Hazel,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779719268/phone-images/variants/tle4bh4db0lytjhodgcr.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Hazel,1,Non-PTA,Used,256GB
google-pixel-7-pro-128gb-used-pta-approved-hazel,"Google Pixel 7 Pro 128GB Hazel — Used, PTA Approved",Google Pixel 7 Pro. 128GB storage. Colour: Hazel. Condition: Used. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,used,90000 PKR,https://www.smartcell.pk/product/google-pixel-7-pro-128gb-used-pta-approved?color=Hazel,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718561/phone-images/variants/thq9mzyt9eko75osmeyo.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Hazel,1,PTA Approved,Used,128GB
google-pixel-7-pro-256gb-used-pta-approved-hazel,"Google Pixel 7 Pro 256GB Hazel — Used, PTA Approved",Google Pixel 7 Pro. 256GB storage. Colour: Hazel. Condition: Used. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,used,103000 PKR,https://www.smartcell.pk/product/google-pixel-7-pro-256gb-used-pta-approved?color=Hazel,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718577/phone-images/variants/gs3bmf3knumaz5hluivz.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Hazel,1,PTA Approved,Used,256GB
google-pixel-7-128gb-used-pta-approved-lemongrass,"Google Pixel 7 128GB Lemongrass — Used, PTA Approved",Google Pixel 7. 128GB storage. Colour: Lemongrass. Condition: Used. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,used,68000 PKR,https://www.smartcell.pk/product/google-pixel-7-128gb-used-pta-approved?color=Lemongrass,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718591/phone-images/variants/ripedaokp6usfcjb45kv.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Lemongrass,6,PTA Approved,Used,128GB
google-pixel-7-128gb-used-pta-approved-obsidian,"Google Pixel 7 128GB Obsidian — Used, PTA Approved",Google Pixel 7. 128GB storage. Colour: Obsidian. Condition: Used. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,used,68000 PKR,https://www.smartcell.pk/product/google-pixel-7-128gb-used-pta-approved?color=Obsidian,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718614/phone-images/variants/hxs8khtkhvawpbbboakm.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Obsidian,6,PTA Approved,Used,128GB
google-pixel-7a-128gb-used-pta-approved-sea,"Google Pixel 7a 128GB Sea — Used, PTA Approved",Google Pixel 7a. 128GB storage. Colour: Sea. Condition: Used. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,used,59000 PKR,https://www.smartcell.pk/product/google-pixel-7a-128gb-used-pta-approved?color=Sea,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718663/phone-images/variants/g32xllsxc7luyaepfecn.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Sea,9,PTA Approved,Used,128GB
google-pixel-7a-128gb-used-pta-approved-snow,"Google Pixel 7a 128GB Snow — Used, PTA Approved",Google Pixel 7a. 128GB storage. Colour: Snow. Condition: Used. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,used,59000 PKR,https://www.smartcell.pk/product/google-pixel-7a-128gb-used-pta-approved?color=Snow,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718678/phone-images/variants/tctowyidgmbzjczh4cqi.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Snow,9,PTA Approved,Used,128GB
google-pixel-6-pro-256gb-used-pta-approved-stormy-black,"Google Pixel 6 Pro 256GB Stormy Black — Used, PTA Approved",Google Pixel 6 Pro. 256GB storage. Colour: Stormy Black. Condition: Used. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,used,78000 PKR,https://www.smartcell.pk/product/google-pixel-6-pro-256gb-used-pta-approved?color=Stormy%20Black,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718721/phone-images/variants/lhkina7rfl7tnyk0jxwm.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Stormy Black,2,PTA Approved,Used,256GB
google-pixel-6-pro-512gb-used-pta-approved-stormy-black,"Google Pixel 6 Pro 512GB Stormy Black — Used, PTA Approved",Google Pixel 6 Pro. 512GB storage. Colour: Stormy Black. Condition: Used. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,used,85000 PKR,https://www.smartcell.pk/product/google-pixel-6-pro-512gb-used-pta-approved?color=Stormy%20Black,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718737/phone-images/variants/f9w80xwwpepqlu24fyhs.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Stormy Black,1,PTA Approved,Used,512GB
google-pixel-6-256gb-used-pta-approved-stormy-black,"Google Pixel 6 256GB Stormy Black — Used, PTA Approved",Google Pixel 6. 256GB storage. Colour: Stormy Black. Condition: Used. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,used,60000 PKR,https://www.smartcell.pk/product/google-pixel-6-256gb-used-pta-approved?color=Stormy%20Black,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718760/phone-images/variants/umboqndsitsvm8ei9srk.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Stormy Black,2,PTA Approved,Used,256GB
google-pixel-6-128gb-used-pta-approved-sorta-seafoam,"Google Pixel 6 128GB Sorta Seafoam — Used, PTA Approved",Google Pixel 6. 128GB storage. Colour: Sorta Seafoam. Condition: Used. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,used,55000 PKR,https://www.smartcell.pk/product/google-pixel-6-128gb-used-pta-approved?color=Sorta%20Seafoam,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718783/phone-images/variants/evpocvmc94u0imc3tz2c.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Sorta Seafoam,1,PTA Approved,Used,128GB
google-pixel-6a-128gb-used-pta-approved-chalk,"Google Pixel 6a 128GB Chalk — Used, PTA Approved",Google Pixel 6a. 128GB storage. Colour: Chalk. Condition: Used. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,used,45000 PKR,https://www.smartcell.pk/product/google-pixel-6a-128gb-used-pta-approved?color=Chalk,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718834/phone-images/variants/djxczsgcddnifo0tezc8.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Chalk,3,PTA Approved,Used,128GB
google-pixel-6a-128gb-used-pta-approved-sage,"Google Pixel 6a 128GB Sage — Used, PTA Approved",Google Pixel 6a. 128GB storage. Colour: Sage. Condition: Used. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,used,45000 PKR,https://www.smartcell.pk/product/google-pixel-6a-128gb-used-pta-approved?color=Sage,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779718815/phone-images/variants/bwa8scy7cocxbjx8rmpl.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Sage,3,PTA Approved,Used,128GB
oneplus-13t-512gb-used-non-pta-indigo,"OnePlus 13T 512GB Indigo — Used, Non-PTA",OnePlus 13T. 512GB storage. Colour: Indigo. Condition: Used. Non-PTA. Available at SmartCell (smartcell.pk).,in stock,used,150000 PKR,https://www.smartcell.pk/product/oneplus-13t-512gb-used-non-pta?color=Indigo,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779719770/phone-images/variants/klyfgzasromcpk5h3gzo.jpg,,OnePlus,Electronics > Communications > Telephony > Mobile Phones,Indigo,1,Non-PTA,Used,512GB
nothing-phone-1-128gb-used-non-pta-black,"Nothing Phone (1) 128GB Black — Used, Non-PTA",Nothing Phone (1). 128GB storage. Colour: Black. Condition: Used. Non-PTA. Available at SmartCell (smartcell.pk).,in stock,used,60000 PKR,https://www.smartcell.pk/product/nothing-phone-1-128gb-used-non-pta?color=Black,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779719530/phone-images/variants/zhz8ycfmkv6uobncoaei.jpg,,Nothing,Electronics > Communications > Telephony > Mobile Phones,Black,1,Non-PTA,Used,128GB
google-pixel-9-128gb-open-box-pta-approved-obsidian,"Google Pixel 9 128GB Obsidian — Open Box, PTA Approved",Google Pixel 9. 128GB storage. Colour: Obsidian. Condition: Open Box. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,refurbished,165000 PKR,https://www.smartcell.pk/product/google-pixel-9-128gb-open-box-pta-approved?color=Obsidian,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779715598/phone-images/variants/ik8xgpvkehg2knghgfco.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Obsidian,3,PTA Approved,Open Box,128GB
google-pixel-9-128gb-open-box-pta-approved-porcelain,"Google Pixel 9 128GB Porcelain — Open Box, PTA Approved",Google Pixel 9. 128GB storage. Colour: Porcelain. Condition: Open Box. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,refurbished,165000 PKR,https://www.smartcell.pk/product/google-pixel-9-128gb-open-box-pta-approved?color=Porcelain,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779705159/phone-images/variants/j3xujsyzfylr1kn5qv0n.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Porcelain,3,PTA Approved,Open Box,128GB
apple-iphone-13-128gb-new-non-pta-blue,"Apple iPhone 13 128GB Blue — New, Non-PTA",Apple iPhone 13. 128GB storage. Colour: Blue. Condition: New. Non-PTA. Available at SmartCell (smartcell.pk).,in stock,new,83000 PKR,https://www.smartcell.pk/product/apple-iphone-13-128gb-new-non-pta?color=Blue,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779719546/phone-images/variants/nromubxnk9e67lvqbvki.jpg,,Apple,Electronics > Communications > Telephony > Mobile Phones,Blue,1,Non-PTA,New,128GB
google-pixel-8-pro-256gb-used-pta-approved-bay,"Google Pixel 8 Pro 256GB Bay — Used, PTA Approved",Google Pixel 8 Pro. 256GB storage. Colour: Bay. Condition: Used. PTA Approved. Available at SmartCell (smartcell.pk).,in stock,used,130000 PKR,https://www.smartcell.pk/product/google-pixel-8-pro-256gb-used-pta-approved?color=Bay,https://res.cloudinary.com/dvvqiwfmk/image/upload/v1779719224/phone-images/variants/jm6owsfm7fzji5vdbwfb.jpg,,Google,Electronics > Communications > Telephony > Mobile Phones,Bay,1,PTA Approved,Used,256GB
